churn_status,session_length_seconds,session_count,event_count,closed_session_event_count,open_session_event_count,quest_completed_event_count,store_purchase_event_count,active_days
Churned,1241,1,21,7,7,0,0,1
Stayed,64316,329,1635,365,364,272,18,55
Stayed,10595,55,359,66,65,60,0,24
Churned,4419,7,124,19,19,56,0,5
Churned,4280,9,135,19,19,13,0,4
Stayed,14822,20,430,31,31,75,0,12
Churned,1697,3,73,6,5,6,0,3
Stayed,1404,8,49,9,8,10,0,7
Churned,14121,50,417,84,84,32,3,11
Stayed,27218,145,836,188,191,64,0,44
Churned,2846,4,69,7,7,17,0,2
Stayed,40782,91,969,157,154,345,1,35
Churned,59646,85,2316,159,160,403,4,17
Stayed,10720,15,209,31,33,20,0,3
Stayed,63974,71,921,173,176,138,4,8
Stayed,69295,121,1195,221,218,231,10,46
Churned,243,1,10,3,3,0,0,1
Stayed,26097,21,438,74,74,41,0,6
Stayed,635,2,12,2,2,2,0,2
Stayed,275263,402,5221,925,909,1141,8,52
Churned,913,4,18,5,5,0,0,2
Stayed,4948,25,161,29,29,18,0,15
Churned,8091,21,270,39,39,19,0,6
Churned,11807,14,200,20,20,28,1,6
Churned,9881,13,188,19,18,26,1,9
Stayed,29361,137,1146,328,327,26,5,45
Stayed,65034,99,1818,178,179,793,17,36
Churned,5038,2,125,10,10,66,0,2
Stayed,6339,11,121,16,16,34,0,7
Stayed,18310,49,441,82,82,51,0,7
Churned,19826,16,259,30,30,109,1,11
Stayed,1966,6,92,7,8,14,0,2
Churned,1,1,4,1,1,0,0,1
Churned,1,1,4,1,1,0,0,1
Churned,7448,10,162,16,16,18,0,7
Stayed,24259,60,738,82,82,148,10,21
Churned,1892,2,21,4,4,0,0,2
Churned,8254,18,164,21,19,33,0,11
Stayed,402832,451,4813,773,766,1528,0,55
Churned,389,2,20,3,3,1,0,2
Stayed,41695,206,1289,253,253,106,5,37
Stayed,69238,182,1462,241,241,360,15,29
Stayed,20130,26,322,50,51,36,0,8
Stayed,3735,4,75,6,6,12,0,2
Stayed,66274,56,1577,103,100,512,1,17
Churned,3101,2,49,5,5,4,0,2
Stayed,13398,30,461,52,53,48,0,4
Churned,5464,15,237,27,27,19,1,10
Churned,16766,27,327,37,36,106,0,15
Stayed,65994,275,2107,312,312,339,17,55
Churned,238,4,21,4,4,0,0,4
Stayed,145215,340,4232,539,542,1599,7,53
Stayed,23120,58,636,115,104,109,0,24
Stayed,1222,1,42,6,6,4,0,1
Stayed,18308,41,456,63,63,32,2,15
Stayed,77814,381,3142,719,733,37,58,55
Stayed,8216,7,143,12,12,17,0,3
Churned,2171,4,67,7,7,12,0,3
Churned,38523,89,861,122,118,213,1,25
Stayed,12154,72,385,99,97,61,9,22
Stayed,30368,115,632,136,133,38,4,43
Churned,6954,28,212,47,46,37,0,18
Stayed,3193,4,81,7,6,12,1,1
Stayed,5009,4,70,7,5,20,0,3
Stayed,189187,234,3893,341,336,1877,8,52
Churned,4258,1,80,4,4,14,0,1
Churned,3733,4,46,6,6,1,2,3
Churned,24682,132,661,156,155,47,4,41
Churned,446,1,10,2,2,0,0,1
Stayed,16681,50,473,65,65,105,1,16
Churned,17970,46,401,64,62,92,6,24
Churned,29720,130,681,163,163,64,1,40
Stayed,149697,176,1938,288,281,615,15,29
Stayed,248303,750,3812,1132,1132,219,20,55
Churned,1788,11,109,12,12,8,0,10
Stayed,82505,137,1790,286,315,225,5,34
Churned,23384,26,287,47,45,26,9,9
Stayed,5004,8,106,13,13,16,0,3
Churned,2213,2,137,6,6,8,2,2
Churned,471,4,27,6,6,6,0,4
Stayed,13579,19,380,33,30,103,2,12
Stayed,16295,7,302,30,27,34,2,2
Stayed,14,1,4,1,1,0,0,1
Stayed,40471,80,893,99,101,255,1,17
Stayed,4419,5,209,10,10,20,1,3
Churned,709,2,18,3,3,4,0,2
Stayed,36627,53,676,93,93,195,3,22
Churned,10742,18,180,30,30,17,0,4
Churned,794,3,25,6,6,1,0,1
Churned,189,1,7,2,2,0,0,1
Stayed,24068,32,403,80,76,42,0,12
Churned,8393,7,161,18,19,16,0,3
Stayed,118443,136,1596,209,207,591,8,39
Stayed,4064,8,152,17,16,10,0,4
Stayed,19107,62,400,74,73,63,3,23
Churned,11130,9,166,19,19,39,0,3
Stayed,1656,1,14,4,4,0,0,1
Churned,11455,11,218,32,31,17,2,2
Stayed,98381,54,2309,208,203,815,77,10
Churned,595,3,27,4,4,3,0,2
Churned,496,1,19,2,2,1,0,1
Stayed,55101,224,1423,254,256,371,18,54
Stayed,28160,91,614,103,102,100,1,28
Churned,7,1,6,1,1,0,0,1
Churned,2449,4,129,6,6,12,0,3
Stayed,1157,1,33,2,2,7,0,1
Stayed,1822,14,81,13,12,0,0,12
Churned,8986,11,119,29,29,10,0,10
Stayed,30809,21,443,104,105,24,0,2
Churned,639,1,22,2,2,3,0,1
Stayed,77869,81,1976,134,134,1126,15,37
Churned,13919,26,237,48,48,52,4,5
Stayed,44988,167,938,230,229,148,0,25
Churned,6772,29,199,48,45,0,0,20
Churned,9613,29,295,50,50,26,2,13
Stayed,5729,12,222,16,16,28,0,9
Stayed,17002,18,337,38,36,38,1,8
Stayed,30897,90,486,126,125,9,0,37
Stayed,149462,128,2221,343,341,868,3,22
Stayed,38416,81,837,125,125,108,1,26
Churned,8189,23,178,37,37,31,2,14
Stayed,231059,552,6214,810,804,2275,82,55
Stayed,19266,43,299,50,49,47,1,33
Churned,117,1,8,3,3,0,0,1
Stayed,13617,21,555,47,47,25,0,11
Stayed,2397,2,20,6,6,0,0,1
Churned,5461,13,147,22,22,20,0,9
Churned,3072,3,81,24,24,14,0,2
Churned,8048,13,98,19,19,11,0,8
Stayed,88321,27,1754,182,184,278,5,4
Stayed,176,1,6,2,2,0,0,1
Churned,1003,3,38,4,4,6,0,2
Stayed,26483,29,420,53,52,32,1,13
Churned,244,1,14,2,2,0,0,1
Churned,517,4,31,9,9,0,0,3
Churned,2117,4,27,6,6,0,0,4
Stayed,24192,39,384,70,65,46,1,24
Churned,284,2,12,4,4,0,0,2
Churned,68272,213,1382,306,304,185,13,33
Churned,11219,38,358,55,55,48,3,19
Churned,61179,108,962,134,133,61,15,21
Stayed,90597,337,1926,430,428,202,7,54
Churned,19166,121,608,147,147,94,8,36
Stayed,11615,37,261,47,48,63,1,23
Stayed,5770,9,146,12,11,27,0,3
Stayed,240731,128,3878,293,261,2083,8,33
Stayed,84241,153,2661,620,619,457,2,25
Stayed,474361,679,4943,1274,1273,654,35,55
Stayed,13852,62,376,74,74,7,0,37
Stayed,50762,224,1500,271,271,293,2,39
Churned,12657,17,158,42,40,13,0,8
Stayed,12,3,12,3,3,0,0,3
Churned,419,1,25,5,5,1,0,1
Stayed,385,1,15,2,2,0,0,1
Stayed,19609,30,502,40,40,48,1,16
Churned,10645,32,238,45,43,27,0,18
Stayed,30354,188,944,212,213,108,22,52
Stayed,148024,234,3157,426,422,1371,10,46
Churned,23515,74,471,105,105,18,1,12
Churned,5697,3,106,10,8,15,0,3
Stayed,321063,502,6490,798,799,3247,25,54
Stayed,2262,18,96,22,22,5,0,8
Stayed,130917,105,4272,188,188,2426,4,35
Churned,18012,13,183,43,43,16,1,2
Churned,522,1,22,2,2,4,0,1
Churned,4304,8,154,12,12,15,0,4
Stayed,22062,50,436,61,60,14,2,37
Churned,2996,24,126,33,32,0,0,14
Churned,99,3,12,3,3,0,0,2
Churned,25,3,12,3,3,0,0,3
Stayed,6841,7,151,30,30,12,0,5
Stayed,350458,341,8425,1179,1179,3070,40,41
Stayed,21247,5,289,23,23,29,2,1
Churned,10,2,8,2,2,0,0,2
Stayed,355,3,13,3,3,0,0,2
Stayed,151213,291,3153,404,401,1294,33,43
Stayed,48806,285,1332,324,325,201,25,52
Stayed,4520,4,173,7,6,29,2,2
Churned,67704,191,1561,282,282,300,12,37
Churned,2491,11,67,11,11,6,0,8
Stayed,325,7,31,7,7,0,0,7
Stayed,18662,39,283,66,66,22,0,14
Churned,17152,18,277,25,24,43,0,5
Churned,604,1,25,2,2,4,0,1
Churned,9512,63,285,68,67,8,0,27
Stayed,1092,4,47,6,6,5,0,3
Stayed,3619,9,88,20,19,6,0,6
Churned,1415,3,120,23,23,5,18,3
Stayed,50003,302,1941,443,464,67,31,53
Churned,402,5,20,5,5,0,0,5
Stayed,11010,3,204,27,28,12,0,1
Stayed,50290,304,1602,343,343,98,19,53
Stayed,12452,26,332,38,37,57,2,17
Stayed,17259,21,261,45,44,24,0,9
Churned,559,3,11,4,4,0,0,1
Churned,1334,4,22,6,6,0,0,3
Stayed,1664,7,75,12,12,6,0,3
Stayed,8684,28,275,30,31,39,1,15
Stayed,102435,175,1500,324,325,224,21,23
Stayed,25731,50,656,73,71,93,2,23
Churned,217,2,18,6,6,0,0,1
Churned,514,4,20,4,4,0,2,3
Churned,15908,19,323,34,34,104,2,14
Churned,1212,1,45,3,3,12,4,1
Churned,58814,71,1340,143,141,744,2,18
Churned,48,1,4,1,1,0,0,1
Stayed,13119,49,527,58,57,14,1,21
Churned,11687,82,420,102,102,34,0,26
Churned,7564,33,213,38,38,30,6,20
Churned,1665,2,55,3,3,8,0,2
Churned,12516,53,349,62,61,32,4,22
Churned,1937,5,59,8,8,12,0,4
Stayed,235776,364,3995,735,736,922,28,33
Churned,30658,52,549,81,81,59,7,20
Stayed,201076,341,4491,643,649,931,192,55
Stayed,948,3,21,4,3,1,0,3
Stayed,72490,288,1906,379,379,339,8,40
Churned,421,2,25,3,3,3,0,2
Churned,92108,214,2037,343,343,307,0,38
Churned,289,1,8,2,2,0,0,1
Churned,2683,8,75,16,16,9,0,3
Churned,16219,38,411,57,57,43,1,12
Stayed,442370,383,9731,762,744,6307,17,55
Churned,161,1,4,1,1,0,0,1
Stayed,107262,235,1790,385,386,51,63,53
Churned,893,2,27,3,3,4,0,2
Stayed,136849,142,1912,432,426,227,3,12
Churned,30,2,7,2,2,0,0,1
Stayed,147584,244,3599,361,365,1808,20,36
Stayed,33615,15,634,71,63,77,15,3
Churned,49826,63,747,133,131,90,5,16
Churned,715,2,23,3,3,2,0,1
Stayed,28993,41,687,82,80,355,2,16
Stayed,71129,133,1394,255,249,318,9,42
Churned,1754,20,98,25,25,4,0,13
Churned,5282,8,113,16,16,17,0,6
Stayed,17325,46,791,56,57,44,5,18
Stayed,11987,56,311,59,56,31,3,35
Churned,3537,7,457,9,9,28,0,5
Churned,19,1,4,1,1,0,0,1
Stayed,29807,151,876,197,197,95,5,52
Churned,1450,2,41,5,4,4,0,1
Stayed,84608,153,1519,281,277,98,19,36
Churned,348,2,45,4,4,1,0,1
Stayed,15119,11,365,29,29,21,1,2
Churned,4644,4,118,5,5,8,0,1
Stayed,124928,327,2629,474,473,926,0,55
Stayed,2384,7,40,10,9,3,0,6
Churned,38121,41,601,81,81,99,1,10
Stayed,105875,239,1709,296,290,556,19,54
Stayed,46481,253,1491,314,315,69,15,55
Stayed,8061,19,204,24,23,55,1,9
Churned,544,2,23,3,3,2,0,1
Churned,39275,97,755,140,139,141,2,29
Churned,363,1,14,2,2,0,0,1
Stayed,9107,46,360,72,71,19,2,24
Stayed,997,2,30,4,4,1,0,2
Churned,348,1,16,2,2,1,0,1
Stayed,2833,18,87,20,20,3,0,15
Stayed,152,1,4,1,1,0,0,1
Churned,9235,28,252,35,33,29,0,8
Stayed,23405,68,452,91,88,116,1,17
Stayed,19835,111,599,125,125,82,4,44
Stayed,142213,368,2910,525,524,491,14,53
Stayed,51117,112,1026,173,170,178,5,38
Churned,3386,10,68,12,12,3,0,9
Churned,283,1,8,2,2,0,0,1
Stayed,79592,267,1858,333,335,65,6,55
Stayed,5424,16,112,21,20,8,0,11
Stayed,722,3,21,5,5,1,0,2
Churned,2352,6,84,12,11,12,0,2
Stayed,18326,35,584,45,46,73,15,18
Stayed,201828,188,4280,392,390,2251,12,24
Stayed,9555,28,270,33,33,52,0,12
Stayed,236499,483,5335,659,657,2498,16,55
Stayed,6863,43,205,54,54,1,0,31
Stayed,118234,272,1817,432,424,156,19,38
Stayed,5937,7,113,23,23,7,0,2
Churned,1223,1,25,2,2,5,0,1
Stayed,45448,158,1400,228,226,115,8,42
Churned,170,1,4,1,1,0,0,1
Stayed,1626,7,74,10,10,4,0,4
Stayed,29070,69,515,124,124,34,2,29
Stayed,13312,32,245,40,36,60,0,20
Stayed,162559,501,3209,682,680,770,12,55
Stayed,46013,23,1067,50,46,276,3,7
Stayed,16,2,9,2,2,0,0,2
Stayed,44587,125,1157,186,184,383,3,38
Stayed,64200,336,1557,447,447,75,9,54
Stayed,17872,48,523,59,59,54,5,14
Churned,523,2,25,3,3,2,0,1
Stayed,59969,68,2771,109,107,458,1,27
Churned,19983,48,512,83,82,68,3,18
Stayed,72642,147,1491,217,214,253,3,47
Stayed,17289,64,481,114,116,22,0,11
Stayed,2492,4,55,6,6,11,0,4
Churned,607,1,14,4,4,0,0,1
Stayed,8214,17,178,25,25,63,0,10
Stayed,23330,68,627,79,79,208,3,27
Churned,850,1,50,2,2,3,0,1
Stayed,530,2,13,4,3,0,0,2
Churned,4099,14,141,15,15,60,0,10
Churned,785,1,23,2,1,2,0,1
Stayed,20833,95,735,113,113,42,3,18
Churned,271,1,9,3,3,1,0,1
Stayed,26723,87,828,144,143,167,4,29
Stayed,43919,38,512,75,74,178,0,10
Stayed,162661,316,2688,486,478,436,21,48
Churned,658,1,20,2,2,4,0,1
Churned,2793,3,81,4,4,12,0,2
Churned,0,1,1,0,0,0,0,1
Stayed,15426,26,453,37,37,51,3,3
Churned,2174,3,34,5,5,6,0,2
Stayed,68912,92,1406,213,212,95,23,19
Stayed,8087,8,91,16,17,8,0,6
Churned,50,1,4,1,1,0,0,1
Stayed,25278,43,481,82,83,106,2,8
Churned,1630,4,44,7,7,5,0,3
Stayed,34548,90,865,139,138,165,6,20
Stayed,67998,205,1407,279,278,139,0,54
Churned,17753,57,411,81,81,109,1,9
Stayed,9999,37,202,45,46,6,10,21
Stayed,49764,35,1101,96,95,366,0,8
Churned,1863,3,70,4,4,13,0,2
Stayed,127609,152,2252,196,196,1093,9,45
Churned,2410,2,81,4,4,11,0,2
Stayed,10815,78,361,85,84,2,0,36
Stayed,4344,7,118,11,10,20,0,5
Churned,15793,20,126,31,29,20,2,13
Stayed,111513,283,2080,487,484,262,4,54
Churned,647,6,26,7,7,0,0,3
Churned,3351,6,37,9,9,3,0,5
Churned,406,2,18,3,3,0,0,2
Stayed,62142,132,946,285,285,42,1,25
Stayed,1369,2,44,7,7,5,0,1
Stayed,15944,19,261,52,51,27,1,9
Churned,2707,5,67,7,7,3,1,3
Churned,3018,56,242,62,62,19,0,22
Stayed,23,2,10,2,2,0,0,2
Stayed,99539,180,2053,337,337,353,24,37
Stayed,54448,161,1340,235,234,120,3,29
Stayed,3242,25,128,30,30,4,0,16
Stayed,7918,12,147,20,19,13,0,7
Stayed,16258,20,194,31,31,12,0,6
Stayed,594,2,10,3,3,0,0,1
Stayed,355368,383,4778,636,631,2040,18,53
Churned,2541,5,92,6,6,12,0,3
Churned,15324,25,346,47,47,24,2,11
Churned,15825,17,207,25,25,36,2,6
Stayed,8916,17,260,32,32,62,2,7
Churned,153,1,6,2,2,0,0,1
Stayed,3033,12,61,13,13,0,0,11
Stayed,100,1,4,1,1,0,0,1
Churned,8,1,4,1,1,0,0,1
Churned,9,1,4,1,1,0,0,1
Churned,2071,2,60,3,2,5,0,1
Churned,18116,83,473,97,96,67,0,36
Stayed,11863,83,566,95,94,9,0,39
Stayed,7502,10,244,21,21,20,1,5
Churned,7996,15,181,21,20,20,4,8
Churned,27469,45,470,59,58,26,1,18
Stayed,18696,33,427,51,51,50,0,17
Stayed,401,1,9,3,3,0,0,1
Churned,7813,25,194,35,35,21,1,11
Churned,530,2,34,3,3,0,0,2
Stayed,7610,20,152,21,20,19,1,12
Churned,654,4,29,6,5,0,0,3
Stayed,1161,2,53,5,5,3,0,1
Churned,123236,223,1592,299,292,148,12,47
Stayed,12353,13,242,28,28,36,0,8
Stayed,6485,4,137,9,9,85,0,3
Churned,1975,9,102,15,15,11,0,6
Stayed,335965,340,6544,649,645,3219,104,49
Churned,3776,22,150,24,24,14,0,5
Churned,47076,225,1082,247,245,140,9,42
Stayed,538,3,26,9,9,0,0,2
Stayed,96778,244,1656,334,353,88,6,54
Churned,44212,52,861,255,256,15,0,13
Stayed,50652,150,1255,204,202,100,8,25
Churned,1721,3,49,4,3,5,0,3
Stayed,10067,63,269,90,89,0,0,6
Stayed,27906,30,330,48,46,39,4,11
Churned,6083,9,122,21,20,11,0,4
Stayed,66257,186,1405,244,242,187,22,49
Churned,556,1,19,3,3,0,1,1
Stayed,28987,77,652,114,112,39,95,37
Churned,13407,32,209,53,54,12,0,11
Churned,19168,39,293,77,77,22,2,8
Stayed,72935,103,1003,158,160,100,0,23
Stayed,52938,65,866,121,121,176,3,16
Stayed,57620,50,1993,99,99,539,7,12
Churned,21821,68,542,97,96,153,1,29
Churned,486,1,30,3,3,2,0,1
Stayed,15452,66,326,84,83,0,0,29
Churned,8420,97,443,118,118,0,0,26
Churned,1951,5,57,8,8,4,0,5
Churned,1339,3,52,7,7,0,0,2
Churned,5160,9,96,12,11,7,0,3
Churned,7873,16,274,47,47,15,0,9
Churned,8304,9,142,18,18,16,4,8
Churned,383,4,19,5,4,0,0,3
Stayed,21550,36,346,43,44,24,2,22
Stayed,131437,334,2993,494,493,726,74,49
Churned,14079,31,378,45,43,46,1,10
Churned,157,1,7,2,2,0,0,1
Churned,1104,5,46,7,7,8,0,3
Stayed,81382,155,2094,244,244,1023,5,49
Churned,45257,101,814,139,139,178,4,19
Churned,10602,15,203,23,23,31,1,4
Churned,205,1,5,1,1,0,0,1
Stayed,41411,71,1098,218,218,157,0,33
Churned,2014,6,72,8,8,16,1,5
Churned,2695,10,53,11,10,0,0,7
Churned,4226,23,184,43,43,30,0,8
Churned,297,1,8,2,2,0,0,1
Stayed,130772,380,2117,478,490,27,8,55
Churned,113844,204,2076,335,336,526,4,43
Churned,248,2,9,3,2,0,0,2
Stayed,82094,155,1108,243,236,79,46,46
Stayed,492937,447,5926,793,786,2108,46,53
Stayed,997,8,39,10,10,0,0,8
Churned,0,1,1,0,0,0,0,1
Stayed,4544,6,138,10,10,19,1,4
Churned,17078,32,358,61,61,34,0,6
Stayed,25966,79,606,98,97,110,8,34
Stayed,4897,10,111,15,15,13,1,6
Churned,33331,20,644,75,72,51,1,7
Churned,21116,29,280,65,61,37,3,14
Churned,2058,2,59,3,3,14,0,1
Churned,21989,25,438,80,80,84,0,8
Stayed,9017,20,277,41,41,19,1,7
Stayed,3623,3,79,5,5,5,0,3
Churned,4670,8,169,21,21,18,1,4
Stayed,36387,309,1303,325,325,29,7,55
Churned,2284,4,123,5,5,11,0,3
Stayed,3385,1,113,2,1,13,0,1
Churned,3,1,4,1,1,0,0,1
Churned,6500,14,182,22,21,23,0,7
Churned,2030,5,63,8,7,5,0,4
Stayed,6941,4,91,14,14,14,0,3
Churned,5511,9,71,10,8,13,0,7
Stayed,231,1,7,2,2,0,0,1
Stayed,14012,15,970,26,26,72,0,11
Churned,43453,51,795,101,100,25,3,22
Stayed,99450,400,1907,549,533,91,3,52
Stayed,80993,216,1434,330,328,101,10,51
Churned,2531,4,55,9,9,9,0,2
Stayed,41012,82,654,169,169,32,4,15
Stayed,28975,42,696,74,74,147,0,15
Stayed,106167,123,2052,503,497,452,1,38
Stayed,54129,236,1451,260,259,253,2,54
Stayed,70433,192,1450,302,293,167,6,48
Churned,785,1,31,3,3,4,0,1
Stayed,31590,221,1319,230,230,350,0,54
Churned,248,1,12,2,2,0,0,1
Churned,4571,9,66,14,14,6,0,6
Stayed,7450,16,182,41,41,10,0,7
Stayed,55194,143,1386,209,215,423,26,51
Stayed,28968,81,703,133,133,139,2,26
Stayed,154867,390,3318,491,486,1176,14,55
Churned,193,2,10,3,3,0,0,1
Stayed,1505,6,34,9,8,0,0,6
Churned,1026,1,28,2,2,4,0,1
Stayed,112641,97,1206,275,271,43,1,28
Stayed,109019,111,1341,249,249,322,1,18
Churned,1251,11,52,14,14,0,0,11
Churned,2325,4,43,7,7,4,2,2
Stayed,191548,436,3771,723,724,1015,49,55
Stayed,395,1,14,2,1,0,0,1
Churned,109,1,8,3,3,0,0,1
Churned,48040,96,1199,132,132,607,10,25
Churned,8468,19,227,27,27,18,2,12
Stayed,5551,18,124,23,22,21,1,8
Stayed,63186,74,1110,178,178,151,10,17
Stayed,14226,22,236,40,36,46,0,15
Stayed,73927,125,1314,225,222,194,3,24
Stayed,16479,8,305,36,35,99,0,5
Churned,12890,24,205,46,45,5,0,13
Stayed,17019,92,657,107,106,141,2,25
Churned,21742,30,507,55,55,55,1,10
Churned,636,8,34,9,9,0,0,7
Churned,819,2,22,6,6,0,0,2
Stayed,18702,112,564,125,125,42,2,46
Stayed,10690,15,322,24,23,24,0,10
Churned,589,3,17,5,5,0,0,1
Stayed,6708,88,340,96,96,0,2,41
Stayed,83615,50,1414,131,128,538,1,8
Churned,6846,13,123,25,25,15,1,9
Churned,9636,17,208,34,34,16,0,6
Stayed,65772,265,1727,364,365,253,54,55
Stayed,27603,239,1009,249,249,9,0,55
Churned,24130,20,433,43,43,62,0,7
Churned,884,4,30,8,8,2,0,3
Churned,1273,2,32,5,5,3,0,2
Churned,290,1,8,3,3,0,0,1
Churned,188553,256,3821,574,573,1118,14,29
Churned,515,1,16,2,2,1,0,1
Stayed,11014,31,275,45,43,31,0,14
Stayed,2355,6,36,8,8,1,0,5
Stayed,62664,69,1628,96,97,1024,4,8
Churned,5248,9,87,21,18,13,0,7
Stayed,135750,100,4197,223,225,2879,12,16
Churned,1606,1,29,5,5,4,0,1
Stayed,444,5,22,5,5,1,0,5
Stayed,24563,184,886,205,205,33,6,55
Churned,2198,8,93,11,11,4,0,3
Churned,345,2,11,3,3,0,0,2
Churned,20149,29,315,58,58,23,0,13
Stayed,234466,325,3801,496,495,1736,8,54
Churned,7767,29,229,42,42,25,1,11
Stayed,149052,299,1958,539,538,171,6,54
Stayed,17308,22,297,32,32,132,0,16
Stayed,1659,1,31,2,2,5,0,1
Stayed,97,2,8,2,2,0,0,2
Stayed,30258,263,1153,281,283,83,14,54
Churned,1163,3,28,6,6,0,0,3
Stayed,1671,1,86,3,3,12,1,1
Stayed,4175,1,68,3,3,16,0,1
Churned,274,1,7,2,2,0,0,1
Churned,2582,16,109,27,27,9,3,14
Churned,20311,65,766,96,94,148,1,21
Stayed,9282,38,320,49,49,34,0,19
Churned,29,1,6,2,2,0,0,1
Churned,25489,40,396,76,74,80,3,14
Churned,55846,77,1471,142,135,295,3,18
Stayed,13483,34,490,48,49,19,4,15
Stayed,130030,144,1930,329,329,476,13,20
Stayed,131901,249,2499,445,446,328,6,46
Churned,84542,86,1413,241,229,278,4,22
Churned,227,1,5,2,1,0,0,1
Churned,242,1,5,1,1,0,0,1
Stayed,13858,19,208,34,34,16,0,9
Stayed,63739,63,1514,85,83,993,1,15
Stayed,108411,179,3828,439,439,285,129,37
Stayed,29055,47,866,100,100,160,4,21
Stayed,78892,165,1826,222,221,743,8,36
Churned,466,2,43,3,3,1,0,2
Stayed,1182,10,50,14,14,0,0,8
Stayed,17999,26,369,41,39,15,0,14
Stayed,156255,34,2779,126,129,1801,6,5
Stayed,58134,459,1776,500,500,40,17,55
Stayed,3054,6,121,18,16,9,0,3
Churned,13467,27,274,61,61,23,0,7
Stayed,36938,39,781,191,189,44,3,14
Stayed,80313,104,1969,163,160,1175,8,37
Churned,6419,18,194,26,26,30,1,5
Stayed,101734,286,2258,435,434,472,0,49
Churned,3258,5,98,8,7,9,0,3
Churned,1215,2,51,4,4,11,0,1
Churned,2752,2,68,5,5,21,0,2
Stayed,18372,71,565,88,88,61,10,27
Churned,3747,8,89,12,12,6,0,3
Churned,2339,3,96,19,18,7,0,2
Churned,661,3,16,5,5,0,0,2
Stayed,32102,84,654,129,126,38,0,19
Stayed,38144,96,927,160,167,105,10,23
Churned,35438,77,835,109,105,133,1,24
Stayed,13412,27,238,45,45,17,0,17
Churned,31362,65,843,84,84,99,2,19
Stayed,5055,4,69,14,14,9,0,3
Churned,369,1,17,2,2,2,0,1
Churned,17039,54,369,63,63,62,4,17
Stayed,36739,119,895,160,160,194,2,29
Stayed,33678,57,720,103,101,312,0,31
Churned,5683,6,102,16,16,9,0,5
Churned,3499,8,116,9,9,9,1,5
Stayed,28374,96,723,118,116,244,15,44
Stayed,76288,160,1367,202,199,488,18,49
Stayed,3929,3,124,7,7,14,0,3
Stayed,4711,27,166,45,44,9,2,16
Churned,1762,4,36,5,5,3,0,2
Churned,2630,7,89,11,10,5,0,4
Churned,1914,1,90,3,3,7,0,1
Stayed,7267,9,167,15,15,21,0,6
Stayed,18907,11,467,30,31,270,0,5
Stayed,142616,161,2440,290,286,437,2,44
Stayed,79604,86,2488,160,160,540,2,24
Churned,38512,35,918,64,64,343,18,9
Stayed,24717,46,554,84,86,49,2,15
Churned,78208,151,1519,224,230,299,9,27
Stayed,21780,61,379,86,83,20,5,28
Stayed,301141,279,7351,375,367,4969,57,55
Stayed,16561,50,241,66,65,11,0,17
Stayed,39151,51,425,90,87,18,0,22
Stayed,7461,11,114,21,20,13,0,7
Churned,4008,5,100,9,9,17,1,2
Churned,2249,2,37,8,8,1,0,1
Churned,802,1,33,2,2,7,0,1
Stayed,60126,128,1118,184,182,304,1,19
Churned,6307,7,104,25,25,11,0,3
Stayed,2861,4,65,9,9,12,0,3
Churned,25076,28,431,87,88,112,1,8
Stayed,51447,112,1453,180,179,101,1,21
Stayed,507555,459,4488,1085,1068,258,25,40
Churned,51003,37,584,147,144,6,1,11
Stayed,5370,7,249,17,17,17,0,2
Churned,733,2,28,5,5,1,0,1
Churned,3323,11,96,16,16,12,0,3
Churned,3946,4,112,11,11,14,0,3
Stayed,574,3,17,5,5,0,0,2
Churned,2096,1,82,2,2,10,0,1
Churned,1303,3,18,3,3,4,0,2
Churned,4,1,5,1,1,0,0,1
Stayed,766,1,37,2,2,6,0,1
Churned,576,5,21,7,7,0,0,2
Churned,874,4,44,8,8,2,0,3
Stayed,43980,111,830,175,175,88,4,39
Churned,134,1,6,2,2,0,0,1
Churned,2429,5,50,7,7,7,0,1
Stayed,4970,15,108,29,27,3,0,7
Churned,29,1,4,1,1,0,0,1
Stayed,12375,36,341,50,51,106,1,14
Churned,2021,2,80,5,5,9,0,1
Stayed,133249,272,2887,647,641,279,31,54
Churned,4886,3,81,5,5,8,0,1
Churned,9502,22,242,30,29,29,0,10
Churned,6050,13,209,20,20,20,0,3
Stayed,28971,87,678,97,96,88,3,32
Churned,3,1,4,1,1,0,0,1
Stayed,6828,23,129,26,25,22,1,17
Churned,907,3,43,4,4,3,0,2
Stayed,39389,215,1202,265,265,153,5,53
Stayed,41144,56,499,84,79,46,9,30
Churned,4972,11,189,18,18,17,0,5
Stayed,39305,118,760,181,178,5,5,38
Stayed,79966,115,1620,159,157,614,1,25
Stayed,1151,6,44,7,7,4,0,6
Stayed,100489,184,1632,289,289,128,3,28
Churned,68511,88,1110,164,163,363,2,18
Stayed,3787,9,158,11,11,15,0,6
Churned,4957,16,136,26,26,16,1,7
Stayed,69662,136,1122,185,183,302,3,40
Stayed,25755,119,672,133,132,62,7,27
Churned,992,3,41,5,5,5,0,2
Churned,676,6,51,9,9,2,0,4
Stayed,145193,187,1571,303,298,110,9,27
Churned,53654,49,1189,131,129,327,6,11
Stayed,62522,206,1000,246,242,53,10,41
Churned,32201,29,671,87,86,183,5,9
Churned,1188,2,43,4,4,12,0,2
Stayed,3839,3,124,7,7,52,0,3
Stayed,2728,3,35,6,6,5,0,1
Stayed,89228,177,1782,247,243,702,7,42
Stayed,205234,233,4361,558,554,2112,4,34
